Keyword,Run,Song
defending-a-flawed-partner,run1,735
defending-a-flawed-partner,run2,735
defending-against-disrespect,run1,671
deferred-commitment,run1,783
deferred-commitment,run2,783
defiance,run1,661
defiance,run1,666
defiance,run1,841
defiance,run2,52
defiance,run2,666
defiance-against-conformity,run2,33
defiance-and-aggression,run1,718
defiance-and-confidence,run1,52
defiance-and-confidence,run1,576
defiance-and-confidence,run2,576
defiance-and-confrontation,run1,234
defiance-and-confrontation,run1,260
defiance-and-confrontation,run2,234
defiance-and-dismissal,run2,260
defiance-and-fearlessness,run2,68
defiance-and-fearlessness,run2,421
defiance-and-freedom,run1,807
defiance-and-independence,run1,278
defiance-and-independence,run1,523
defiance-and-independence,run2,278
defiance-and-independence,run2,523
defiance-and-joy,run2,807
defiance-and-nonconformity,run2,390
defiance-and-rebellion,run1,750
defiance-and-rebellion,run2,231
defiance-and-rebellion,run2,750
defiance-and-rejection,run1,390
defiance-and-resilience,run1,68
defiance-and-self-assertion,run1,810
defiance-and-stubbornness,run1,776
defiance-and-stubbornness,run2,776
defiance-of-authority,run1,692
defiance-of-critics,run1,736
defiance-of-critics,run2,736
defiance-of-doubters,run1,478
defiance-of-enemies,run2,547
defiance-of-innocence,run2,281
defiance-of-objectification,run2,720
defiance-of-outside-opinion,run1,846
defiance-of-social-norms,run2,30
defiance-toward-ex,run1,857
defiant-attitude,run2,841
defiant-love,run1,635
deflection-and-denial,run1,725
deflection-and-denial,run2,725
defying-limits,run1,33
defying-others-opinions,run1,617
defying-others-opinions,run2,617
defying-outside-judgment,run1,56
dehumanization,run1,237
dehumanization,run2,237
deja-vu-and-repetition,run1,633
deja-vu-and-repetition,run2,633
demand-for-accountability,run1,176
demand-for-clarity,run1,188
demand-for-clarity,run2,188
demand-for-love-and-trust,run2,176
demand-for-truth,run1,249
demand-for-truth,run2,249
demanding-authentic-love,run1,815
demanding-authentic-love,run2,815
demanding-financial-standards,run1,338
demanding-financial-standards,run2,338
demanding-honesty,run2,288
demanding-respect,run1,238
demanding-space,run2,340
denial,run1,136
denial,run2,136
denial-and-avoidance,run1,702
denial-and-avoidance,run2,180
denial-and-avoidance,run2,702
denial-and-deception,run1,648
denial-and-delusion,run1,708
denial-and-delusion,run2,690
denial-and-delusion,run2,708
denial-and-dishonesty,run2,648
denial-and-gaslighting,run1,491
denial-and-healing,run1,490
denial-and-pretense,run1,477
denial-and-pretense,run1,834
denial-and-pretense,run2,593
denial-and-pretense,run2,834
denial-and-rationalization,run1,637
denial-and-reassurance,run1,72
denial-and-reassurance,run2,72
denial-and-reluctance-to-let-go,run2,324
denial-and-self-awareness,run2,116
denial-and-self-deception,run1,275
denial-and-self-deception,run1,337
denial-and-self-deception,run2,294
denial-and-self-deception,run2,337
denial-and-sobriety,run1,294
denial-of-emotional-attachment,run2,249
denial-of-ending,run1,635
denial-of-ending,run2,635
denial-of-feelings,run1,737
denial-of-feelings,run1,763
denial-of-feelings,run2,737
denial-of-feelings,run2,763
denial-of-pain,run1,833
denial-of-reality,run1,322
denial-of-reality,run2,322
denial-vs-acceptance,run2,349
departure-and-abandonment,run1,878
departure-and-abandonment,run2,878
departure-and-absence,run1,3
dependence-on-a-partner,run2,328
dependency-and-addiction,run2,589
dependency-and-attachment,run2,832
dependency-and-devotion,run1,594
dependency-and-emptiness,run1,643
dependency-on-a-loved-one,run1,859
dependency-on-a-loved-one,run2,859
dependency-on-a-lover,run2,204
dependency-on-a-partner,run1,300
dependency-on-a-person,run2,384
dependency-on-lover,run2,594
dependency-paradox,run1,449
dependency-paradox,run2,449
depression-and-isolation,run1,129
depression-and-mental-anguish,run2,129
depression-and-mental-health,run1,638
depression-and-mental-health,run2,638
desconfiança-e-rivalidade,run1,106
deserving-better,run1,28
deserving-better,run2,28
designer-fashion,run1,54
designer-fashion,run1,144
designer-fashion,run1,155
designer-fashion,run1,190
designer-fashion,run1,196
designer-fashion,run1,221
designer-fashion,run1,225
designer-fashion,run1,246
designer-fashion,run1,416
designer-fashion,run1,440
designer-fashion,run2,54
designer-fashion,run2,155
designer-fashion,run2,172
designer-fashion,run2,195
designer-fashion,run2,196
designer-fashion,run2,221
designer-fashion,run2,225
designer-fashion,run2,389
designer-fashion,run2,480
designer-fashion-and-drip,run1,304
designer-fashion-and-drip,run1,389
designer-fashion-and-drip,run1,604
designer-fashion-and-jewelry,run1,498
designer-fashion-and-jewelry,run2,498
designer-fashion-and-style,run1,216
designer-fashion-and-style,run2,216
designer-fashion-flex,run2,416
designer-fashion-flexing,run2,144
designer-fashion-status,run1,480
designer-flexing,run1,430
designer-flexing,run2,430
designer-lifestyle,run1,6
designer-lifestyle,run2,6
desire,run1,820
desire-and-attraction,run1,383
desire-and-attraction,run1,697
desire-and-attraction,run1,766
desire-and-attraction,run2,18
desire-and-attraction,run2,272
desire-and-attraction,run2,347
desire-and-attraction,run2,383
desire-and-attraction,run2,697
desire-and-availability,run1,522
desire-and-craving,run1,848
desire-and-craving,run2,848
desire-and-fantasy,run2,499
desire-and-indulgence,run2,283
desire-and-intimacy,run2,29
desire-and-intoxication,run1,160
desire-and-intoxication,run2,160
desire-and-longing,run1,70
desire-and-longing,run1,94
desire-and-longing,run1,123
desire-and-longing,run1,173
desire-and-longing,run1,378
desire-and-longing,run1,462
desire-and-longing,run1,549
desire-and-longing,run1,679
desire-and-longing,run1,826
desire-and-longing,run2,94
desire-and-longing,run2,173
desire-and-longing,run2,378
desire-and-longing,run2,679
desire-and-longing,run2,773
desire-and-longing,run2,818
desire-and-lust,run2,327
desire-and-offering,run2,123
desire-and-passion,run1,572
desire-and-passion,run1,578
desire-and-passion,run2,578
desire-and-pleasure,run1,247
desire-and-pleasure,run1,600
desire-and-pleasure,run2,247
desire-and-pursuit,run1,187
desire-and-temptation,run1,538
desire-and-temptation,run1,818
desire-and-temptation,run2,538
desire-and-want,run2,820
desire-and-wanting,run2,444
desire-for-accountability,run1,351
desire-for-affection,run2,672
desire-for-attention-and-validation,run1,128
desire-for-attention-and-validation,run2,128
desire-for-authentic-affection,run1,881
desire-for-authenticity,run1,808
desire-for-authenticity,run2,808
desire-for-change,run1,684
desire-for-change,run1,738
desire-for-change,run2,738
desire-for-clarity,run1,31
desire-for-clarity,run2,31
desire-for-clarity,run2,311
desire-for-closeness,run1,4
desire-for-closeness,run1,66
desire-for-closeness,run1,197
desire-for-closeness,run1,517
desire-for-closeness,run2,4
desire-for-closeness,run2,66
desire-for-closeness,run2,222
desire-for-closeness,run2,689
desire-for-commitment,run1,302
desire-for-commitment,run1,673
desire-for-commitment,run1,762
desire-for-commitment,run1,861
desire-for-commitment,run2,302
desire-for-commitment,run2,736
desire-for-commitment,run2,861
desire-for-committed-love,run1,244
desire-for-committed-love,run2,244
desire-for-companionship,run1,236
desire-for-companionship,run1,408
desire-for-companionship,run2,236
desire-for-connection,run1,119
desire-for-connection,run2,119
desire-for-deeper-connection,run2,761
desire-for-emotional-security,run1,650
desire-for-emotional-security,run2,650
desire-for-energetic-music,run1,393
desire-for-energetic-music,run2,393
desire-for-escape,run1,303
desire-for-escape,run2,661
desire-for-exclusivity,run1,594
desire-for-exclusivity,run2,594
desire-for-forgiveness,run2,670
desire-for-freedom,run1,149
desire-for-freedom,run1,543
desire-for-freedom,run2,398
desire-for-freedom,run2,543
desire-for-genuine-connection,run1,570
desire-for-genuine-connection,run2,570
desire-for-genuine-connection,run2,868
desire-for-intimacy,run1,29
desire-for-intimacy,run1,114
desire-for-intimacy,run1,289
desire-for-intimacy,run2,289
desire-for-intimacy,run2,549
desire-for-loyalty,run2,153
desire-for-peace,run1,142
desire-for-peace,run2,142
desire-for-peace,run2,192
desire-for-physical-intimacy,run1,461
desire-for-physical-intimacy,run2,461
desire-for-reciprocal-love,run1,672
desire-for-reciprocity,run1,837
desire-for-relief,run2,676
desire-for-romantic-love,run1,560
desire-for-romantic-love,run2,560
desire-for-second-chance,run1,53
desire-for-second-chance,run2,53
desire-for-self-love,run1,536
desire-for-simple-love,run1,105
desire-for-simple-love,run2,105
desire-for-someone-taken,run1,307
desire-for-someone-taken,run2,307
desire-for-success,run1,286
desire-for-success,run2,286
desire-for-support,run1,311
desire-for-togetherness,run2,413
desire-for-understanding,run1,567
desire-for-understanding,run2,567
desire-for-validation,run2,628
desire-to-be-pursued,run1,757
desire-to-be-pursued,run2,757
desire-to-escape,run1,39
desire-to-escape,run1,531
desire-to-escape,run2,39
desire-to-escape,run2,146
desire-to-escape,run2,531
desire-to-freeze-time,run1,250
desire-to-freeze-time,run2,250
desire-to-know-everything,run2,387
desire-to-leave-the-single-life,run2,673
desire-to-make-partner-happy,run1,569
desire-to-make-partner-happy,run2,569
desire-to-slow-down-vs-urgency,run1,748
desire-to-stay,run1,222
desire-to-stay-together,run1,239
desire-to-stay-together,run1,871
desire-to-stay-together,run2,239
desire-to-stop-loving,run1,790
desire-to-stop-loving,run2,790
desires-and-ambitions,run1,425
desolation,run1,795
despair-and-hopelessness,run1,233
despair-and-hopelessness,run1,701
despair-and-hopelessness,run2,233
desperate-clinging,run1,86
desperate-devotion,run1,149
desperate-devotion,run2,149
desperate-longing,run1,131
desperate-longing,run1,399
desperate-longing,run2,131
desperate-longing,run2,399
desperate-longing-for-attention,run1,747
desperate-longing-for-connection,run2,702
desperate-plea-for-comfort,run2,859
desperate-plea-for-relief,run1,859
desperate-pleading,run1,243
desperate-pleading,run2,243
desperate-prayer,run1,663
desperate-prayer,run2,663
desperate-pursuit,run1,532
desperate-pursuit-of-love,run1,245
desperate-pursuit-of-love,run2,245
desperate-reconciliation,run1,630
desperate-reconciliation,run2,630
desperation,run1,8
desperation,run1,571
desperation,run2,8
desperation,run2,571
desperation-and-drowning,run2,300
desperation-and-helplessness,run1,23
desperation-and-helplessness,run1,581
desperation-and-helplessness,run2,23
desperation-and-helplessness,run2,581
desperation-and-hopelessness,run2,575
desperation-and-longing,run1,702
desperation-and-longing,run2,223
desperation-and-longing,run2,689
desperation-and-obsession,run1,562
desperation-and-obsession,run2,562
desperation-and-pleading,run1,516
desperation-and-pleading,run2,516
desperation-for-relief,run1,676
desperation-to-reconcile,run2,60
destined-love,run1,458
destined-love,run2,458
destined-love,run2,768
destiny-and-fate,run1,780
destiny-and-fate,run2,780
destiny-and-purpose,run1,819
destruction-and-fire,run1,843
destruction-and-fire,run2,843
destruction-as-emotional-release,run1,790
destruction-as-emotional-release,run2,790
destruction-of-the-enemy,run2,876
destructive-behavior,run2,127
destructive-breakup,run1,795
destructive-breakup,run2,795
detachment-from-women,run2,484
detachment-in-romance,run1,447
detachment-in-romance,run2,447
devoted-partnership,run1,185
devoted-partnership,run2,185
devoted-partnership,run2,578
devoted-waiting,run2,558
devotion,run1,46
devotion,run1,64
devotion,run1,452
devotion,run1,780
devotion,run2,46
devotion,run2,191
devotion,run2,259
devotion,run2,452
devotion,run2,780
devotion-and-admiration,run2,279
devotion-and-adoration,run1,462
devotion-and-adoration,run2,462
devotion-and-adoration,run2,622
devotion-and-attention,run1,381
devotion-and-attention,run2,381
devotion-and-availability,run1,482
devotion-and-availability,run2,417
devotion-and-belief,run2,670
devotion-and-caregiving,run2,354
devotion-and-commitment,run1,191
devotion-and-commitment,run1,253
devotion-and-commitment,run1,469
devotion-and-commitment,run1,473
devotion-and-commitment,run1,537
devotion-and-commitment,run1,678
devotion-and-commitment,run1,712
devotion-and-commitment,run1,734
devotion-and-commitment,run2,204
devotion-and-commitment,run2,253
devotion-and-commitment,run2,469
devotion-and-commitment,run2,537
devotion-and-commitment,run2,641
devotion-and-commitment,run2,734
devotion-and-destiny,run1,665
devotion-and-destiny,run2,665
devotion-and-generosity,run1,845
devotion-and-generosity,run2,845
devotion-and-generosity,run2,874
devotion-and-gratitude,run1,110
devotion-and-honor,run1,488
devotion-and-honor,run2,488
devotion-and-loyalty,run1,204
devotion-and-loyalty,run1,279
devotion-and-loyalty,run1,361
devotion-and-loyalty,run1,546
devotion-and-loyalty,run1,643
devotion-and-loyalty,run1,772
devotion-and-loyalty,run2,55
devotion-and-loyalty,run2,361
devotion-and-loyalty,run2,643
devotion-and-loyalty,run2,772
devotion-and-protection,run2,546
devotion-and-reassurance,run1,55
devotion-and-sacrifice,run2,445
devotion-and-support,run1,259
devotion-and-surrender,run1,505
devotion-and-surrender,run1,622
devotion-and-surrender,run2,505
devotion-and-surrender,run2,617
devotion-and-togetherness,run2,596
devotion-and-trust,run1,258
devotion-and-trust,run2,258
devotion-and-waiting,run1,697
devotion-and-worship,run1,826
devotion-and-worship,run2,720
devotion-and-worship,run2,826
devotion-beyond-death,run2,110
diamond-jewelry,run2,246
diamonds-and-jewelry,run1,164
diamonds-and-jewelry,run2,164
difficult-upbringing,run1,412
difficulty-expressing-feelings,run1,641
difficulty-expressing-feelings,run2,641
difficulty-expressing-love,run2,673
difficulty-letting-go,run1,116
difficulty-letting-go,run1,290
difficulty-letting-go,run1,303
difficulty-letting-go,run2,303
digital-communication-anxiety,run1,696
digital-connection,run1,823
digital-connection,run2,823
digital-flirtation,run1,806
digital-to-real-connection,run2,806
dinheiro-e-acumulação-de-riqueza,run1,106
disappointment-and-betrayal,run1,409
disappointment-and-betrayal,run2,409
disappointment-and-failure,run1,217
disappointment-and-failure,run2,217
disavowal-of-responsibility,run2,125
disbelief-and-shock,run2,40
disbelief-and-surprise,run1,852
disbelief-and-surprise,run2,852
disbelief-from-others,run1,803
disconnecting-from-the-world,run1,765
disconnecting-from-the-world,run2,765
discretion-and-secrecy,run1,438
discretion-and-secrecy,run2,438
discretion-in-relationships,run2,359
dishonesty-and-betrayal,run1,35
dishonesty-and-neglect,run2,828
dishonesty-in-relationships,run2,490
disillusionment,run1,47
disillusionment,run1,142
disillusionment,run2,47
disillusionment,run2,142
disillusionment,run2,701
disillusionment-and-resignation,run1,642
disillusionment-with-existence,run2,738
disillusionment-with-leadership,run1,176
disillusionment-with-leadership,run2,176
disillusionment-with-life,run1,738
disillusionment-with-love,run2,824
disillusionment-with-success,run1,634
disillusionment-with-success,run2,15
disillusionment-with-success,run2,634
dismissal-of-ex,run2,71
dismissal-of-haters,run2,804
dismissal-of-women,run1,219
dismissal-of-women,run2,645
dismissing-conversation,run2,154
dismissing-critics,run2,771
dismissing-critics-and-haters,run1,788
dismissing-critics-and-haters,run2,788
dismissing-fake-competition,run1,719
dismissing-fake-competition,run2,719
dismissing-fake-people,run1,804
dismissing-fake-people,run2,815
dismissing-haters,run1,497
dismissing-haters,run2,345
dismissing-haters,run2,497
dismissing-jealousy,run1,359
dismissing-manipulation,run2,277
dismissing-men,run2,379
dismissing-other-women,run1,345
dismissing-rivals,run1,379
dismissing-rivals,run1,842
dismissing-rivals,run2,842
dismissing-women,run1,645
dismissing-women,run1,764
dismissing-women,run2,764
dismissing-women,run2,793
dismissiveness-toward-lesser-peers,run2,248
dismissiveness-toward-men,run1,357
dismissiveness-toward-others,run1,248
dismissiveness-toward-others,run1,479
dismissiveness-toward-others,run2,479
dismissiveness-toward-partner,run1,13
dismissiveness-toward-partner,run2,13
dismissiveness-toward-rivals,run2,122
disorientation,run2,367
disorientation-and-vulnerability,run1,367
disrespect-and-offense,run1,266
disrespect-and-offense,run2,266
dissatisfaction-in-relationship,run1,35
distance-and-absence,run1,346
distance-and-longing,run1,822
distance-and-separation,run1,24
distance-and-separation,run2,24
distance-in-relationship,run1,569
distance-in-relationship,run2,569
distancing-from-someone,run1,479
distraction-and-entertainment,run1,237
distraction-and-entertainment,run2,237
distraction-and-escapism,run1,166
distraction-and-reflection,run1,415
distraction-from-ex,run2,289
distrust,run1,135
distrust,run1,137
distrust,run2,135
distrust-and-dishonesty,run1,877
distrust-and-dishonesty,run2,877
distrust-and-entitlement,run2,234
distrust-and-fake-friends,run2,195
distrust-and-isolation,run1,526
distrust-and-isolation,run1,676
distrust-and-isolation,run2,137
distrust-and-isolation,run2,526
distrust-and-isolation,run2,676
distrust-and-manipulation,run1,408
distrust-and-paranoia,run1,195
distrust-and-paranoia,run2,106
distrust-and-paranoia,run2,325
distrust-and-secrecy,run1,32
distrust-and-secrecy,run2,32
distrust-and-self-protection,run2,861
distrust-and-suspicion,run1,21
distrust-and-suspicious-behavior,run2,244
distrust-from-past-experience,run1,170
distrust-in-relationships,run1,474
distrust-in-relationships,run2,170
distrust-in-relationships,run2,566
distrust-of-entitlement,run1,234
distrust-of-fake-love,run1,194
distrust-of-fake-love,run2,194
distrust-of-lies,run1,861
distrust-of-others,run1,528
distrust-of-others,run2,528
distrust-of-partner,run1,735
distrust-of-women,run1,336
distrust-of-women,run1,455
distrust-of-women,run2,336
distrust-of-women,run2,435
distrust-of-women,run2,455
divine-affirmation,run1,330
divine-affirmation,run2,330
divine-beauty,run1,353
divine-beauty,run1,594
divine-beauty,run2,353
divine-beauty,run2,594
divine-blessing-of-relationship,run1,488
divine-blessing-of-relationship,run2,488
divine-creation,run1,537
divine-creation,run2,537
divine-creation,run2,603
divine-destiny,run1,192
divine-destiny,run1,253
divine-destiny,run2,192
divine-destiny,run2,253
divine-faithfulness,run1,867
divine-faithfulness,run2,867
divine-favor-and-downfall,run2,464
divine-feminine,run1,247
divine-feminine,run2,247
divine-gratitude,run1,652
divine-gratitude,run2,652
divine-or-fated-love,run1,469
divine-or-fated-love,run2,469
divine-purpose-and-destiny,run1,156
domestic-abuse,run1,682
domestic-abuse,run2,682
domestic-comfort,run2,253
domestic-disarray,run1,197
domestic-disarray,run2,197
domestic-intimacy,run1,446
domestic-intimacy,run1,469
domestic-intimacy,run2,354
domestic-intimacy,run2,446
domestic-intimacy,run2,469
domestic-life,run2,110
domestic-life-and-family,run1,110
dominance-and-clout,run2,430
dominance-and-confidence,run1,260
dominance-and-control,run1,335
dominance-and-control,run1,388
dominance-and-control,run1,583
dominance-and-control,run1,646
dominance-and-control,run1,773
dominance-and-control,run2,335
dominance-and-control,run2,522
dominance-and-control,run2,583
dominance-and-control,run2,646
dominance-and-control,run2,759
dominance-and-intimidation,run1,756
dominance-and-intimidation,run2,756
dominance-and-power,run1,443
dominance-and-power,run2,87
dominance-and-power,run2,443
dominance-and-rivalry,run1,216
dominance-and-rivalry,run1,815
dominance-and-status,run2,260
dominance-and-superiority,run1,297
dominance-and-superiority,run1,793
dominance-and-superiority,run2,104
dominance-and-superiority,run2,216
dominance-and-toughness,run2,281
dominance-and-victory,run1,404
dominance-and-victory,run2,404
dominance-over-men,run1,600
dominance-over-men,run2,388
dominance-over-men,run2,600
dominance-over-others,run1,65
dominance-over-rivals,run1,430
dominance-over-rivals,run1,455
dominance-over-rivals,run1,504
dominance-over-rivals,run1,758
dominance-over-rivals,run2,297
dominance-over-rivals,run2,455
dominance-over-rivals,run2,504
dominance-over-rivals,run2,660
dominance-over-rivals,run2,758
done-being-humble,run2,796
doom-and-foreboding,run1,751
doom-and-foreboding,run2,751
doomed-relationship,run1,531
doomed-relationship,run2,72
doomed-relationship,run2,531
door-left-open,run1,881
door-still-open,run2,881
double-standards,run1,821
double-standards,run2,821
doubt-and-suspicion,run2,74
dramatic-breakup,run2,635
dream-and-awakening,run1,772
dream-imagery,run1,339
dream-imagery,run2,339
dream-vs-reality,run1,331
dream-vs-reality,run2,331
dreaming,run1,42
dreaming-and-awakening,run2,42
dreaming-of-a-lover,run2,826
dreaming-of-romance,run2,672
dreams-and-aspiration,run1,234
dreams-and-aspiration,run2,95
dreams-and-aspiration,run2,234
dreams-and-inner-struggle,run1,443
dreams-and-premonition,run2,772
dreams-versus-reality,run2,382
dreams-vs-reality,run1,382
drinking,run2,14
drinking-and-bar-culture,run2,746
drinking-and-celebration,run1,840
drinking-and-dive-bars,run1,746
drinking-and-escapism,run1,782
drinking-and-escapism,run1,857
drinking-and-escapism,run2,782
drinking-and-escapism,run2,840
drinking-and-escapism,run2,857
drinking-and-good-times,run2,529
drinking-and-intoxication,run1,601
drinking-and-leisure,run1,454
drinking-and-leisure,run1,713
drinking-and-leisure,run2,454
drinking-and-letting-go,run1,854
drinking-and-letting-go,run2,854
drinking-and-moonshine,run1,533
drinking-and-moonshine,run2,533
drinking-and-partying,run1,429
drinking-and-partying,run2,429
drinking-as-coping,run1,373
drinking-as-coping,run2,373
drinking-as-emotional-coping,run1,271
drinking-to-cope,run1,136
drinking-to-cope,run1,563
drinking-to-cope,run1,706
drinking-to-cope,run2,136
drinking-to-cope,run2,428
drinking-to-cope,run2,706
drinking-to-forget,run1,800
drinking-to-forget,run2,571
drinking-to-forget,run2,800
drip-and-jewelry,run1,242
drip-and-style,run1,299
drip-and-style,run1,379
drip-and-style,run2,299
drip-and-style,run2,379
driven-by-passion,run2,685
driving-as-emotional-metaphor,run1,463
driving-to-a-lover,run1,348
driving-to-a-lover,run2,348
dropping-out-and-anti-establishment,run2,390
drowning-sorrows,run1,817
drowning-sorrows,run2,817
drug-addiction,run1,449
drug-addiction,run1,753
drug-addiction,run2,449
drug-addiction,run2,753
drug-and-alcohol-use,run1,54
drug-and-alcohol-use,run1,256
drug-and-alcohol-use,run1,270
drug-and-alcohol-use,run2,54
drug-and-alcohol-use,run2,270
drug-and-alcohol-use,run2,733
drug-and-party-lifestyle,run2,464
drug-and-substance-use,run1,733
drug-cooking,run1,235
drug-cooking,run2,235
drug-culture,run1,6
drug-culture,run2,106
drug-culture,run2,230
drug-culture-and-poverty,run1,255
drug-culture-and-poverty,run2,255
drug-dealing,run1,57
drug-dealing,run1,91
drug-dealing,run1,147
drug-dealing,run1,172
drug-dealing,run1,178
drug-dealing,run1,184
drug-dealing,run1,231
drug-dealing,run1,242
drug-dealing,run1,319
drug-dealing,run1,352
drug-dealing,run1,416
drug-dealing,run1,457
drug-dealing,run1,495
drug-dealing,run1,667
drug-dealing,run2,57
drug-dealing,run2,91
drug-dealing,run2,147
drug-dealing,run2,178
drug-dealing,run2,184
drug-dealing,run2,231
drug-dealing,run2,242
drug-dealing,run2,319
drug-dealing,run2,352
drug-dealing,run2,416
drug-dealing,run2,457
drug-dealing,run2,495
drug-dealing,run2,667
drug-dealing-and-hustle,run1,230
drug-dependence,run1,112
drug-induced-euphoria,run1,407
drug-intoxication,run2,407
drug-preparation,run2,91
drug-preparation,run2,711
drug-preparation-and-packaging,run1,711
drug-references,run1,605
drug-references,run2,605
drug-trade,run1,334
drug-trade,run2,305
drug-trade-and-hustle,run1,305
drug-trade-and-hustle,run2,334
drug-trafficking,run1,368
drug-trafficking,run1,711
drug-trafficking,run2,368
drug-trafficking,run2,711
drug-use,run1,30
drug-use,run1,37
drug-use,run1,58
drug-use,run1,75
drug-use,run1,97
drug-use,run1,113
drug-use,run1,118
drug-use,run1,178
drug-use,run1,184
drug-use,run1,190
drug-use,run1,221
drug-use,run1,229
drug-use,run1,231
drug-use,run1,276
drug-use,run1,299
drug-use,run1,304
drug-use,run1,318
drug-use,run1,329
drug-use,run1,358
drug-use,run1,372
drug-use,run1,391
drug-use,run1,392
drug-use,run1,393
drug-use,run1,422
drug-use,run1,430
drug-use,run1,500
drug-use,run1,501
drug-use,run1,535
drug-use,run1,618
drug-use,run1,619
drug-use,run1,660
drug-use,run1,667
drug-use,run1,715
drug-use,run1,764
drug-use,run1,789
drug-use,run1,801
drug-use,run1,812
drug-use,run1,880
drug-use,run1,883
drug-use,run2,30
drug-use,run2,37
drug-use,run2,58
drug-use,run2,75
drug-use,run2,97
drug-use,run2,113
drug-use,run2,118
drug-use,run2,172
drug-use,run2,178
drug-use,run2,184
drug-use,run2,190
drug-use,run2,221
drug-use,run2,229
drug-use,run2,231
drug-use,run2,246
drug-use,run2,276
drug-use,run2,299
drug-use,run2,304
drug-use,run2,318
drug-use,run2,329
drug-use,run2,358
drug-use,run2,372
drug-use,run2,391
drug-use,run2,392
drug-use,run2,422
drug-use,run2,430
drug-use,run2,500
drug-use,run2,501
drug-use,run2,535
drug-use,run2,587
drug-use,run2,618
drug-use,run2,619
drug-use,run2,660
drug-use,run2,667
drug-use,run2,715
drug-use,run2,764
drug-use,run2,789
drug-use,run2,801
drug-use,run2,812
drug-use,run2,880
drug-use,run2,883
drug-use-and-coping,run1,405
drug-use-and-coping,run2,405
drug-use-and-dealing,run2,6
drug-use-and-intoxication,run1,92
drug-use-and-partying,run1,246
drug-use-as-escape,run1,336
drug-use-as-escape,run2,112
drug-use-as-escape,run2,336
drunken-reckless-behavior,run2,616
drunken-recklessness,run1,616
drunkenness,run1,614
drunkenness,run2,614
duality-of-ambition,run1,359
duality-of-good-and-evil,run1,156
dysfunctional-family,run1,642
dysfunctional-family,run2,642
earthly-paradise,run1,239
earthly-paradise,run2,239
eating-disorder,run1,128
eating-disorders,run2,128
economic-inequality,run1,701
economic-inequality,run2,701
edgy-subculture-references,run1,190
edgy-subculture-references,run2,190
effort-and-exhaustion,run1,539
effort-and-self-presentation,run2,84
effortless-relationship,run1,253
effortless-relationship,run2,253
effortless-relationship,run2,263
ego-and-arrogance,run1,479
ego-and-pride,run1,735
ego-and-pride,run2,735
ego-and-pride-conflict,run2,877
ego-and-self-confidence,run1,372
ego-and-self-confidence,run2,372
ego-and-swagger,run1,112
electric-chemistry,run2,17
elopement-fantasy,run1,258
elopement-fantasy,run2,258
elusiveness,run1,757
elusiveness,run2,757
embracing-being-an-outsider,run1,286
embracing-being-different,run2,286
embracing-darkness,run1,679
embracing-darkness,run2,679
embracing-hardship,run1,409
embracing-hardship,run2,409
embracing-imperfection,run1,154
embracing-imperfection,run1,622
embracing-imperfection,run2,154
embracing-true-identity,run2,819
embracing-true-self,run1,819
embracing-vulnerability,run1,469
embracing-wholeness-of-a-person,run1,387
emotional-abuse-and-suffering,run2,161
emotional-ambivalence,run1,10
emotional-ambivalence-in-love,run2,759
emotional-and-physical-dominance,run1,451
emotional-and-physical-power-over-partner,run2,451
emotional-attunement,run2,625
emotional-authenticity,run1,867
emotional-avoidance,run1,459
emotional-avoidance,run1,627
emotional-avoidance,run1,783
emotional-avoidance,run2,459
emotional-avoidance,run2,513
emotional-avoidance,run2,627
emotional-avoidance,run2,783
emotional-awakening,run1,42
emotional-awakening,run1,768
emotional-betrayal,run1,490
emotional-breakdown,run1,441
emotional-breakdown,run1,749
emotional-breakdown,run2,749
emotional-breakthrough,run2,152
emotional-brokenness,run1,390
emotional-brokenness,run1,774
emotional-brokenness,run2,774
emotional-burden,run1,44
emotional-caution,run1,119
emotional-caution,run2,119
emotional-change,run1,486
emotional-closure,run1,439
emotional-coldness,run1,557
emotional-coldness,run2,557
emotional-coldness-of-the-other,run1,705
emotional-coldness-of-the-other,run2,705
emotional-collapse,run1,226
emotional-collapse,run2,226
emotional-comfort,run1,141
emotional-complexity,run1,364
emotional-complexity,run1,586
emotional-complexity,run2,364
emotional-complexity,run2,586
emotional-concealment,run1,664
emotional-concealment,run2,664
emotional-conflict,run1,641
emotional-conflict,run1,827
emotional-conflict,run2,38
emotional-conflict,run2,641
emotional-conflict,run2,841
emotional-conflict-and-guilt,run2,827
emotional-confusion,run1,81
emotional-confusion,run2,81
emotional-confusion,run2,120
emotional-confusion,run2,505
emotional-connection,run1,105
emotional-connection,run1,625
emotional-connection,run2,105
emotional-connection,run2,517
emotional-connection-through-sex,run2,451
emotional-consequences-for-others,run1,648
emotional-contradiction,run1,31
emotional-contradiction,run1,38
emotional-contradiction,run1,744
emotional-contradiction,run1,865
emotional-contradiction,run2,31
emotional-damage,run1,268
emotional-damage,run1,280
emotional-damage,run1,477
emotional-damage,run1,525
emotional-damage,run2,268
emotional-damage,run2,477
emotional-danger,run1,783
emotional-danger,run2,783
emotional-darkness,run1,839
emotional-darkness,run2,839
emotional-darkness-and-despair,run1,49
emotional-deception,run1,491
emotional-deception,run2,491
emotional-dependence,run1,8
emotional-dependence,run2,8
emotional-dependency,run1,13
emotional-dependency,run1,116
emotional-dependency,run1,127
emotional-dependency,run1,131
