Song,Artist Credit,Keyword,Quote
H.O.L.Y.,Florida Georgia Line,past-trauma-and-healing,Cleanse all the demons\nThat were killing my freedom
H.O.L.Y.,Florida Georgia Line,reassurance-and-comfort,You're the healing hands where it used to hurt
H.O.L.Y.,Florida Georgia Line,resilience-and-strength,"But somehow baby, you broke through and saved me"
H.O.L.Y.,Florida Georgia Line,sensual-desire,"Get you singing babe, hallelujah|Let me lay you down, give me to ya"
H.O.L.Y.,Florida Georgia Line,surrender-and-sacrifice,"Get you singing babe, hallelujah|Let me lay you down, give me to ya"
HIGHEST IN THE ROOM,Travis Scott,addiction-and-obsession,I'm the highest in the room (it's lit)
HIGHEST IN THE ROOM,Travis Scott,alcohol-and-substance-abuse,"Raw, raw, I been pourin' to the real (drank)"
HIGHEST IN THE ROOM,Travis Scott,ambition-and-self-determination,We gon' stay on top and break the rules
HIGHEST IN THE ROOM,Travis Scott,attraction-and-admiration,"She saw my eyes, she know I'm gone"
HIGHEST IN THE ROOM,Travis Scott,carefree-escapism,"Hope I make it outta here (let's go)|Runnin', runnin' 'round for the thrill"
HIGHEST IN THE ROOM,Travis Scott,celebration-and-partying,"Everyone excited, everyone too excited, yeah, now"
HIGHEST IN THE ROOM,Travis Scott,confidence-and-self-assurance,I'm the highest in the room (I'm the highest) (it's lit)|I'm the highest in the room (it's lit)
HIGHEST IN THE ROOM,Travis Scott,defiance-and-rebellion,We gon' stay on top and break the rules
HIGHEST IN THE ROOM,Travis Scott,desire-and-lust,Legs wrapped around my beard
HIGHEST IN THE ROOM,Travis Scott,fame-and-status,"Nah, nah, nah, they not back of the VIP (in the VIP)"
HIGHEST IN THE ROOM,Travis Scott,hope-and-optimism,Hope I make it outta here (let's go)|Hope we make it outta here
HIGHEST IN THE ROOM,Travis Scott,human-connection,"When I'm with you, I feel alive"
HIGHEST IN THE ROOM,Travis Scott,intimacy-and-connection,"Now I got her in my room|When I'm with you, I feel alive"
HIGHEST IN THE ROOM,Travis Scott,loyalty-and-relationships,Live the life of La Familia
HIGHEST IN THE ROOM,Travis Scott,mortality-and-death,"Won't cross my heart, don't wanna die"
HIGHEST IN THE ROOM,Travis Scott,nighttime-revelry,"Night, everyone feel my vibe, yeah"
HIGHEST IN THE ROOM,Travis Scott,partying-and-nightlife,It's so much gang that I can't see ya (yeah)
HIGHEST IN THE ROOM,Travis Scott,self-confidence-and-braggadocio,"Got the fastest car, it zoom|You might got the Midas touch"
HIGHEST IN THE ROOM,Travis Scott,sensual-desire,"Gorgeous, baby, keep me hard as steel|Legs wrapped around my beard"
HIGHEST IN THE ROOM,Travis Scott,street-loyalty-and-danger,Keep the pistol on my side (yeah)
HIGHEST IN THE ROOM,Travis Scott,violence-and-street-danger,Keep the pistol on my side (yeah)
HIGHEST IN THE ROOM,Travis Scott,youth-and-coming-up,"Uh, been on this since we was kids"
Handle On You,Parker McCollum,addiction-and-obsession,"I keep on sippin' till, ""I miss you"" don't roll off my tongue"
Handle On You,Parker McCollum,alcohol-and-substance-abuse,I went and bought the biggest bottle they got 'cause you're gone
Handle On You,Parker McCollum,denial-and-self-deception,I tell myself that I should quit but I don't listen to drunks
Handle On You,Parker McCollum,heartbreak-and-grief,Dropped a needle on a vinyl and cried to an old Haggard song
Handle On You,Parker McCollum,hidden-emotional-struggle,"I wake up every day, black and blue"
Handle On You,Parker McCollum,inner-mental-turmoil,"I've been fightin' with your memory, I hate the way it hits me"
Handle On You,Parker McCollum,lingering-memories,"I've been fightin' with your memory, I hate the way it hits me"
Handle On You,Parker McCollum,loneliness-and-isolation,I drink now that there's nothing to lose|Tennessee and Kentucky 'cause you ain't here to love me
Handle On You,Parker McCollum,longing-and-loss,"I keep on sippin' till, ""I miss you"" don't roll off my tongue"
Handle On You,Parker McCollum,nostalgia-and-longing,Dropped a needle on a vinyl and cried to an old Haggard song
Handle On You,Parker McCollum,regret-and-reflection,Since you poured our love down the sink
Handle On You,Parker McCollum,relationship-breakup,I drink now that there's nothing to lose|Since you poured our love down the sink
Handle On You,Parker McCollum,reluctance-to-let-go,I think I'll just stay here and drink
Handle On You,Parker McCollum,toxic-relationship,"After all this back and forth, a fifth won't do|Since you poured our love down the sink"
Handle On You,Parker McCollum,vulnerability-and-betrayal,Since you poured our love down the sink
Hands To Myself,Selena Gomez,addiction-and-obsession,Can't keep my hands to myself
Hands To Myself,Selena Gomez,alcohol-and-substance-abuse,Your metaphorical gin and juice
Hands To Myself,Selena Gomez,attraction-and-admiration,I want you all to myself
Hands To Myself,Selena Gomez,desire-and-lust,"So come on, give me a taste"
Hands To Myself,Selena Gomez,devotion,Give me your all and nothing else
Hands To Myself,Selena Gomez,flirtation-and-seduction,Won't let one drop go to waste
Hands To Myself,Selena Gomez,haters-and-critics,So doctor say you're no good
Hands To Myself,Selena Gomez,hidden-emotional-struggle,"And I'm trying, I'm trying, I'm trying, I'm trying"
Hands To Myself,Selena Gomez,inner-mental-turmoil,'cause all of the downs and the uppers|All of the downs and the uppers
Hands To Myself,Selena Gomez,intimacy-and-connection,Of what it's like to be next to you
Hands To Myself,Selena Gomez,possessiveness-and-exclusivity,"I want it all, no, nothing else|I want you all to myself"
Hands To Myself,Selena Gomez,reluctance-to-let-go,"I mean I could, but why would I want to?"
Hands To Myself,Selena Gomez,romantic-pursuit,"I'd breathe you in every single day|So come on, give me a taste"
Hands To Myself,Selena Gomez,sensual-desire,Can't keep my hands to myself
Hands To Myself,Selena Gomez,toxic-relationship,So doctor say you're no good
Happen To Me,Russell Dickerson,alcohol-and-substance-abuse,she's in here chasing tequila with High Noon
Happen To Me,Russell Dickerson,attraction-and-admiration,"And boy, I'm in trouble now"
Happen To Me,Russell Dickerson,carefree-escapism,"""Girls Just Wanna Have Fun"" at the top of her lungs"
Happen To Me,Russell Dickerson,celebration-and-partying,she's in here chasing tequila with High Noon
Happen To Me,Russell Dickerson,cherishing-the-present-moment,Right now I'm taking every second I can take
Happen To Me,Russell Dickerson,dancing-and-movement,"She said shut up, come and dance with me"
Happen To Me,Russell Dickerson,desire-and-lust,"Don't know what happened to her\nBut she bout to happen to me|So come on baby, take me\nDown, down, down, yeah"
Happen To Me,Russell Dickerson,ex-moving-on,Don't know how long she's been moving on
Happen To Me,Russell Dickerson,female-empowerment,"""Girls Just Wanna Have Fun"" at the top of her lungs"
Happen To Me,Russell Dickerson,flirtation-and-seduction,"And we did that ""What's your name"" thing|we did that ""What's your name"" thing\nWhere you from and what's your favorite drink"
Happen To Me,Russell Dickerson,heartbreak-and-grief,Don't know what happened to her|I don't know who broke up with who
Happen To Me,Russell Dickerson,human-connection,"And we keep drinking\nOh, and I keep fallin'|So we keep talking"
Happen To Me,Russell Dickerson,impermanence,She'll probably be the one that got away
Happen To Me,Russell Dickerson,love-as-fleeting-and-transient,She'll probably be the one that got away
Happen To Me,Russell Dickerson,nighttime-revelry,Don't know what happened tonight
Happen To Me,Russell Dickerson,partying-and-nightlife,she's in here chasing tequila with High Noon
Happen To Me,Russell Dickerson,relationship-breakup,I don't know who broke up with who
Happen To Me,Russell Dickerson,romantic-pursuit,"And boy, I'm in trouble now\nAin't even tryna get out|And now she's singing|So come on baby, take me"
Happen To Me,Russell Dickerson,surrender-and-sacrifice,Ain't even tryna get out
Happier,Marshmello & Bastille,authenticity-and-honesty,I want to raise your spirits\nI want to see you smile but\nKnow that means I'll have to leave|I want to see you smile but\nKnow that means I'll have to leave
Happier,Marshmello & Bastille,denial-and-self-deception,"But we ran our course, we pretended we're okay"
Happier,Marshmello & Bastille,disappointment-and-failure,In the cold light of day we're a flame in the wind
Happier,Marshmello & Bastille,ex-moving-on,And the image of you being with someone else
Happier,Marshmello & Bastille,fear-of-losing-love,"And the image of you being with someone else\nWell, it's eating me up inside"
Happier,Marshmello & Bastille,guilt-and-apology,"Every argument, every word we can't take back|I want to raise your spirits|I want to raise your spirits\nI want to see you smile but\nKnow that means I'll have to leave"
Happier,Marshmello & Bastille,heartbreak-and-grief,"Well, it's eating me up inside|When the evening falls\nAnd I'm left there with my thoughts|it's eating me up inside"
Happier,Marshmello & Bastille,hidden-emotional-struggle,"And the image of you being with someone else\nWell, it's eating me up inside|Then only for a minute\nI want to change my mind"
Happier,Marshmello & Bastille,impermanence,In the cold light of day we're a flame in the wind\nNot the fire that we've begun
Happier,Marshmello & Bastille,inner-mental-turmoil,Then only for a minute\nI want to change my mind|When the evening falls\nAnd I'm left there with my thoughts
Happier,Marshmello & Bastille,jealousy-and-bitterness,"And the image of you being with someone else\nWell, it's eating me up inside"
Happier,Marshmello & Bastille,longing-and-loss,"Lately, I've been, I've been thinking\nI want you to be happier, I want you to be happier"
Happier,Marshmello & Bastille,love-as-fleeting-and-transient,"Every argument, every word we can't take back|In the cold light of day we're a flame in the wind\nNot the fire that we've begun"
Happier,Marshmello & Bastille,regret-and-reflection,"'Cause with all that has happened\nI think that we both know the way that the story ends|Every argument, every word we can't take back"
Happier,Marshmello & Bastille,relationship-breakup,"Know that means I'll have to leave|So I'll go, I'll go\nI will go, go, go"
Happier,Marshmello & Bastille,relationship-complications,'Cause this just don't feel right to me|'Cause with all that has happened\nI think that we both know the way that the story ends
Happier,Marshmello & Bastille,reluctance-to-let-go,Then only for a minute\nI want to change my mind
Happier,Marshmello & Bastille,surrender-and-sacrifice,"Even though I might not like this\nI think that you'll be happier, I want you to be happier"
Happier,Marshmello & Bastille,toxic-relationship,Far away from the wreck we made|Now if we jump together at least we can swim\nFar away from the wreck we made
Happier Than Ever,Billie Eilish,alcohol-and-substance-abuse,"You call me again, drunk in your Benz"
Happier Than Ever,Billie Eilish,authenticity-and-honesty,And I don't talk shit about you on the internet
Happier Than Ever,Billie Eilish,betrayal-and-cheating,I knew when I asked you to\nBe cool about what I was telling you\nYou'd do the opposite of what you said you'd do
Happier Than Ever,Billie Eilish,deception-and-distrust,You'd do the opposite of what you said you'd do
Happier Than Ever,Billie Eilish,disappointment-and-failure,And all that you did was make me fucking sad
Happier Than Ever,Billie Eilish,false-friendship,'Cause you only listen to your fucking friends|you only listen to your fucking friends
Happier Than Ever,Billie Eilish,heartbreak-and-grief,You made me hate this city|You ruined everything good
Happier Than Ever,Billie Eilish,hidden-emotional-struggle,Wish I could explain it better
Happier Than Ever,Billie Eilish,independence-and-self-reliance,"I don't relate to you, no\n'Cause I'd never treat me this shitty"
Happier Than Ever,Billie Eilish,inner-mental-turmoil,Give me a day or two\nTo think of something clever\nTo write myself a letter\nTo tell me what to do|When I'm away from you\nI'm happier than ever\nWish I could explain it better\nI wish it wasn't true
Happier Than Ever,Billie Eilish,loneliness-and-isolation,Shut 'em all out for you 'cause I was a kid
Happier Than Ever,Billie Eilish,partner-inadequacy,I could talk about every time that you showed up on time\nBut I'd have an empty line 'cause you never did|You ruined everything good
Happier Than Ever,Billie Eilish,regret-and-reflection,"'Cause that shit's embarrassing, you were my everything"
Happier Than Ever,Billie Eilish,relationship-breakup,Just fucking leave me alone
Happier Than Ever,Billie Eilish,relationship-complications,When you said you were passing through\nWas I even on your way?
Happier Than Ever,Billie Eilish,self-worth-and-insecurity,'Cause I'd never treat me this shitty|You made me hate this city
Happier Than Ever,Billie Eilish,toxic-relationship,You made me miserable
Happier Than Ever,Billie Eilish,vulnerability-and-betrayal,"And all that you did was make me fucking sad|Never paid any mind to my mother or friends, so I\nShut 'em all out for you 'cause I was a kid|You scared me to death, but I'm wasting my breath"
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,authenticity-and-honesty,I'll bring my hard-fought heartfelt\nBeen-through-hell hallelujah
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,devotion,"God, You've been patient\nGod, You've been gracious"
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,faith-and-spirituality,So I'ma keep on singing\nTill my soul catches up with my song
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,gratitude-and-appreciation,Faithful whatever I'm feeling or facing
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,hidden-emotional-struggle,"Yeah, I don't always feel it\nBut that's when I need it the most"
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,hope-and-optimism,I've wrestled with the darkness\nBut I'm trying to reach for the light
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,inner-mental-turmoil,"My head, heart and hands are feeling heavy\nAnd that's when I lift them just a little higher"
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,overcoming-hardship,"I'll bring my storm-tossed, torn-sail\nStory to tell hallelujah"
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,past-trauma-and-healing,"'Cause faith isn't proven like gold\nTill it's been through the fire|I'll bring my hard-fought, heartfelt, been-through-hell hallelujah"
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,personal-growth-and-change,"'Cause faith isn't proven like gold\nTill it's been through the fire|Yeah, the struggle keeps me honest\nAnd it breaks down the walls of my pride"
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,resilience-and-strength,There's days when a praise comes out easy\nAnd days when it takes all the strength I've got
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,surrender-and-sacrifice,There's times when my hands go up freely\nAnd times that it costs|the struggle keeps me honest\nAnd it breaks down the walls of my pride
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,vulnerability-and-betrayal,There's times when my hands go up freely\nAnd times that it costs|the struggle keeps me honest\nAnd it breaks down the walls of my pride
Hard To Forget,Sam Hunt,addiction-and-obsession,I see your face in the clouds
Hard To Forget,Sam Hunt,alcohol-and-substance-abuse,I got a bottle of whiskey but I've got no proof
Hard To Forget,Sam Hunt,heartbreak-and-grief,Aw you're breaking my heart
Hard To Forget,Sam Hunt,hidden-emotional-struggle,Aw honey I'm falling apart|First stands the glass\nThat will ease all my pain
Hard To Forget,Sam Hunt,inner-mental-turmoil,"Girl you're looking so good, it's driving me out of mine|it's driving me out of mine"
Hard To Forget,Sam Hunt,lingering-memories,I smell your perfume in crowds
Hard To Forget,Sam Hunt,longing-and-loss,"I swear your number's all my phone wants to call|So much for so long, out of sight, out of mind"
Hard To Forget,Sam Hunt,relationship-breakup,Told me to leave all your things|Told me to leave all your things\nOut on the porch on the swing
Hard To Forget,Sam Hunt,relationship-complications,Baby you're playing hard to forget|You've got a cold heart and the cold hard truth
Hard To Forget,Sam Hunt,reluctance-to-let-go,Baby you're playing hard to forget|I think I know why you've been dragging your feet
Hard To Forget,Sam Hunt,toxic-relationship,That you showed up tonight in that dress\nJust to mess with my head|You've got a cold heart and the cold hard truth
Hard To Forget,Sam Hunt,vulnerability-and-betrayal,Aw honey I'm falling apart|Just to mess with my head
Havana,Camila Cabello Featuring Young Thug,attraction-and-admiration,There's somethin' 'bout his manners (uh huh)
Havana,Camila Cabello Featuring Young Thug,clinging-to-love,"Half of my heart is in Havana, ooh-na-na (ayy"
Havana,Camila Cabello Featuring Young Thug,flirtation-and-seduction,He said there’s a lot of girls I can do with
Havana,Camila Cabello Featuring Young Thug,human-connection,I knew him forever in a minute
Havana,Camila Cabello Featuring Young Thug,hustle-and-money,"I was gettin' mula, man, they feel me"
Havana,Camila Cabello Featuring Young Thug,impermanence,I loved him when I left him
Havana,Camila Cabello Featuring Young Thug,lingering-memories,Take me back to my Havana
Havana,Camila Cabello Featuring Young Thug,longing-and-loss,"Oh, but my heart is in Havana"
Havana,Camila Cabello Featuring Young Thug,longing-for-reconciliation,"Take me back, back, back like"
Havana,Camila Cabello Featuring Young Thug,love-as-fleeting-and-transient,"And then I had to tell him\nI had to go, oh na na na na na|I knew it when I met him|I knew it when I met him\nI loved him when I left him"
Havana,Camila Cabello Featuring Young Thug,nostalgia-and-longing,"He took me back to East Atlanta, oh-na-na-na|Ooh-na-na, oh-na-na-na\nTake me back, back, back like|Take me back to my Havana"
Havana,Camila Cabello Featuring Young Thug,relationship-complications,"And papa says he got malo in him|And then I had to tell him\nI had to go, oh na na na na na|Half of my heart is in Havana, ooh-na-na (ayy, ayy)\nHe took me back to East Atlanta, oh-na-na-na"
Havana,Camila Cabello Featuring Young Thug,romantic-pursuit,Bump on her bumper like a traffic jam (jam)|He didn't walk up with that: How you doin'?
Havana,Camila Cabello Featuring Young Thug,self-confidence-and-braggadocio,"Hey, I was quick to pay that girl like Uncle Sam (here you go, ayy)|If it cost a million, that's me (that's me)"
Havana,Camila Cabello Featuring Young Thug,small-town-roots-and-identity,"Fresh out East Atlanta with no manners, damn"
Havana,Camila Cabello Featuring Young Thug,summer-as-metaphor,That summer night in June
Havana,Camila Cabello Featuring Young Thug,wealth-and-flexing,"Hey, I was quick to pay that girl like Uncle Sam|If it cost a million, that's me (that's me)"
Havana,Camila Cabello Featuring Young Thug,youth-and-coming-up,"Just graduated, fresh on campus, mmm"
Heart Like A Truck,Lainey Wilson,ambition-and-self-determination,I gotta find a field\nI need to spin my wheels
Heart Like A Truck,Lainey Wilson,authenticity-and-honesty,'Fore you get too close\nBoy you need to know
Heart Like A Truck,Lainey Wilson,avoiding-commitment,I never stay in one place too long
Heart Like A Truck,Lainey Wilson,carefree-escapism,It gets a high riding off into the Sun yea
Heart Like A Truck,Lainey Wilson,confidence-and-self-assurance,There ain't no breaking when I throw it in drive
Heart Like A Truck,Lainey Wilson,defiance-and-rebellion,Don't always keep it in between the lines
Heart Like A Truck,Lainey Wilson,female-empowerment,I got a heart like a truck\nIt's been drug through the mud
Heart Like A Truck,Lainey Wilson,freedom-and-escape,A dirt road's singing me a siren song
Heart Like A Truck,Lainey Wilson,hidden-emotional-struggle,Lord knows it's taken a hell of a beating
Heart Like A Truck,Lainey Wilson,independence-and-self-reliance,And that ole highway holds the key|I can't help it it's the way I'm wired|Runs on dreams and gasoline
Heart Like A Truck,Lainey Wilson,individual-identity,I can't help it it's the way I'm wired|I got a heart like a truck
Heart Like A Truck,Lainey Wilson,overcoming-hardship,But it's good as it is tough
Heart Like A Truck,Lainey Wilson,past-trauma-and-healing,A little bit of love is all that it's needing|Go on and see if you can knock off the dust yea
Heart Like A Truck,Lainey Wilson,resilience-and-strength,A little bit of love is all that it's needing|Go on and see if you can knock off the dust yea\nShine it up revv it up and let it run yea|It's been drug through the mud
Heart Of A Woman,Summer Walker,clinging-to-love,"Wanna give up on you, but, damn, I know I can't"
Heart Of A Woman,Summer Walker,deception-and-distrust,And I hope your ass ain't lyin' 'cause
Heart Of A Woman,Summer Walker,devotion,"Answer I may never find, but I'll always choose you"
Heart Of A Woman,Summer Walker,female-empowerment,Only thing that's saving you\nIs the heart of a woman
Heart Of A Woman,Summer Walker,hidden-emotional-struggle,"Drowning in all my emotions, I'll let you slide in this ocean, I'm in"
Heart Of A Woman,Summer Walker,inner-mental-turmoil,It's my mind and my soul versus your pride
Heart Of A Woman,Summer Walker,loyalty-and-relationships,I put the blame on me for giving you chance after chance
Heart Of A Woman,Summer Walker,partner-inadequacy,"In love with you, but can't stand your ways"
Heart Of A Woman,Summer Walker,reluctance-to-let-go,"Wanna give up on you, but, damn, I know I can't"
Heart Of A Woman,Summer Walker,resilience-and-strength,And I try to be strong\nBut how much can I take?
Heart Of A Woman,Summer Walker,toxic-relationship,"In love with you, but can't stand your ways"
Heart Of A Woman,Summer Walker,vulnerability-and-betrayal,I put the blame on me for giving you chance after chance
Heart On Ice,Rod Wave,ambition-and-self-determination,Thinkin' of a way I can make these millions
Heart On Ice,Rod Wave,betrayal-and-cheating,"See I done been lied to, backstabbed, and heartbroken"
Heart On Ice,Rod Wave,deception-and-distrust,This shit so fake and so snake that they'll kill you for a half a pound
Heart On Ice,Rod Wave,false-friendship,"I don't know how you get down with them clowns, but I'm a soldier"
Heart On Ice,Rod Wave,heartbreak-and-grief,Heart been broke so many times I don't know what to believe
Heart On Ice,Rod Wave,hidden-emotional-struggle,I wanted to cry but I was too afraid to open
Heart On Ice,Rod Wave,hustle-and-money,I spent all my time committing crimes to get closer
Heart On Ice,Rod Wave,inner-mental-turmoil,"I'ma put my heart on ice, heart on ice, it's gettin' the best of me"
Heart On Ice,Rod Wave,loneliness-and-isolation,"While at my nana house I play the couch, starin' at the ceiling"
Heart On Ice,Rod Wave,longing-for-clarity,Prayin' one day I'd find a peace of mind by the ocean
Heart On Ice,Rod Wave,overcoming-hardship,"Came from nothing, they don't understand"
Heart On Ice,Rod Wave,past-trauma-and-healing,That built over the years from my abandoned adolescence
Heart On Ice,Rod Wave,resilience-and-strength,"No one could understand, I had way too much aggression"
Heart On Ice,Rod Wave,street-loyalty-and-danger,"If something happen to me, just know my brothers ain't do it, just know the opps'll do it"
Heart On Ice,Rod Wave,violence-and-street-danger,Can't do that shit in Chi-Town 'cause shots gon' be fired around
Heart On Ice,Rod Wave,vulnerability-and-betrayal,"Mama say it's my fault, it's my fault, I wear my heart on my sleeve|Stabbed in my back so much, got registered at the trauma unit"
Heart On Ice,Rod Wave,youth-and-coming-up,"Growin' up, ain't had no guidance, so I had to let my mama do it"
Heartbreak Anniversary,Giveon,addiction-and-obsession,Don't wanna let you out my head
Heartbreak Anniversary,Giveon,clinging-to-love,I'm foolishly patient|Still got your things here
Heartbreak Anniversary,Giveon,denial-and-self-deception,I'm buildin' my hopes up
Heartbreak Anniversary,Giveon,heartbreak-and-grief,Heartbreak anniversary
Heartbreak Anniversary,Giveon,hidden-emotional-struggle,"Balloons are deflated|I, get like this every time"
Heartbreak Anniversary,Giveon,lingering-memories,Just like the day that I met you|On these days that feel like you and me|Still got your things here
Heartbreak Anniversary,Giveon,loneliness-and-isolation,"Balloons are deflated|We miss you on your side of the bed, hmm"
Heartbreak Anniversary,Giveon,longing-and-loss,"Don't wanna let you out my head|It's cold outside, like when you walked out my life|We miss you on your side of the bed, hmm"
Heartbreak Anniversary,Giveon,longing-for-reconciliation,Do you ever think of me?
Heartbreak Anniversary,Giveon,love-as-fleeting-and-transient,Say that you love me but that'll last for never
Heartbreak Anniversary,Giveon,nostalgia-and-longing,"'Cause I, remember every time|Just like the day that I met you"
Heartbreak Anniversary,Giveon,regret-and-reflection,Do you ever think of me?|Why you walked out my life?
Heartbreak Anniversary,Giveon,relationship-breakup,"It's cold outside, like when you walked out my life|like when you walked out my life"
Heartbreak Anniversary,Giveon,reluctance-to-let-go,Can't get past the taste of your lips
Heartbreak Anniversary,Giveon,vulnerability-and-betrayal,"I still see the messages you read, hmm|I'm foolishly patient"
Heartless,The Weeknd,addiction-and-obsession,Amphetamine got my stummy feelin' sickly
Heartless,The Weeknd,alcohol-and-substance-abuse,Tesla pill got me flyin' like a cockpit
Heartless,The Weeknd,avoiding-commitment,Never be a weddin' plan for the heartless
Heartless,The Weeknd,confidence-and-self-assurance,"Never need a bitch, I'm what a bitch need (bitch need)"
Heartless,The Weeknd,deception-and-distrust,Sellin' dreams to these girls with their guard down (what?)
Heartless,The Weeknd,desire-and-lust,"I've been runnin' through the pussy, need a dog pound"
Heartless,The Weeknd,fame-and-status,"I'm talkin' Time, Rolling Stone, and Bazaar now ('zaar)"
Heartless,The Weeknd,hidden-emotional-struggle,All this money and this pain got me heartless
Heartless,The Weeknd,hustle-and-money,Duffle bags full of drugs and a rocket
Heartless,The Weeknd,inner-mental-turmoil,I lost my heart and my mind
Heartless,The Weeknd,loneliness-and-isolation,"I don't do well when alone (oh, yeah)"
Heartless,The Weeknd,mortality-and-death,I've been dodgin' death in the six speed
Heartless,The Weeknd,personal-growth-and-change,"Tryna be a better man, but I'm heartless"
Heartless,The Weeknd,regret-and-reflection,I try to always do right
Heartless,The Weeknd,relationship-complications,"Tryna love me, but they never get a pulse down"
Heartless,The Weeknd,self-confidence-and-braggadocio,"Photoshoots, I'm a star now (star)"
Heartless,The Weeknd,street-loyalty-and-danger,"Seven years, I've been swimmin' with the sharks now"
Heartless,The Weeknd,toxic-relationship,And I'm back to my ways 'cause I'm heartless|Low life for life 'cause I'm heartless
Heartless,The Weeknd,vulnerability-and-betrayal,I thought I lost you this time
Heartless,The Weeknd,wealth-and-material-success,Hundred models gettin' faded in the compound
Heat Waves,Glass Animals,addiction-and-obsession,Sometimes all I think about is you
Heat Waves,Glass Animals,denial-and-self-deception,Heat waves been fakin' me out
Heat Waves,Glass Animals,fear-of-losing-love,I don't wanna be alone
Heat Waves,Glass Animals,heartbreak-and-grief,You look so broken when you cry
Heat Waves,Glass Animals,hidden-emotional-struggle,Usually I put somethin' on TV\nSo we never think about you and me
Heat Waves,Glass Animals,inner-mental-turmoil,Can't make you happier now
Heat Waves,Glass Animals,lingering-memories,Late nights in the middle of June
Heat Waves,Glass Animals,longing-and-loss,I just wish that I could give you that
Heat Waves,Glass Animals,partner-inadequacy,You need somethin' I can never give
Heat Waves,Glass Animals,relationship-breakup,Now I gotta let you go
Heat Waves,Glass Animals,relationship-complications,You just need a better life than this|You'll be better off in someone new
Heat Waves,Glass Animals,reluctance-to-let-go,One more and then I say goodbye
Heat Waves,Glass Animals,summer-as-metaphor,Heat waves been fakin' me out
Heat Waves,Glass Animals,surrender-and-sacrifice,Now I gotta let you go|You'll be better off in someone new
Heat Waves,Glass Animals,toxic-relationship,Can't make you happier now|You just need a better life than this
Heat Waves,Glass Animals,vulnerability-and-betrayal,"You say somethin' so lovin', but"
Heathens,twenty one pilots,community-and-togetherness,Welcome to the room of people
Heathens,twenty one pilots,criminal-secrecy,Just because we check the guns at the door|You'll never know the psychopath sitting next to you
Heathens,twenty one pilots,deception-and-distrust,You'll never know the murderer sitting next to you|You'll never know the psychopath sitting next to you
Heathens,twenty one pilots,hidden-emotional-struggle,You don't know the half of the abuse
Heathens,twenty one pilots,individual-identity,"All my friends are heathens, take it slow"
Heathens,twenty one pilots,inner-mental-turmoil,Doesn't mean our brains will change from hand grenades|Just because we check the guns at the door\nDoesn't mean our brains will change from hand grenades
Heathens,twenty one pilots,loneliness-and-isolation,We don't deal with outsiders very well|Who have rooms of people that they loved one day
Heathens,twenty one pilots,non-judgment-and-acceptance,It looks like you might be one of us
Heathens,twenty one pilots,past-trauma-and-healing,Who have rooms of people that they loved one day|You don't know the half of the abuse
Heathens,twenty one pilots,predatory-threat,And now they're outside ready to bust|You'll never know the murderer sitting next to you
Heathens,twenty one pilots,toxic-relationship,They say newcomers have a certain smell|We don't deal with outsiders very well
Heathens,twenty one pilots,violence-and-street-danger,And now they're outside ready to bust|You'll never know the murderer sitting next to you
Heaven,Kane Brown,attraction-and-admiration,I swear you're an angel
Heaven,Kane Brown,cherishing-the-present-moment,"Cause, I don't know how, I don't know how heaven, heaven"
Heaven,Kane Brown,desire-and-lust,"Lying next to you, in this bed with you, I ain't convinced"
Heaven,Kane Brown,devotion,I could stay here forever
Heaven,Kane Brown,faith-and-spirituality,Everybody's talking about heaven like they just can't wait to go
Heaven,Kane Brown,gratitude-and-appreciation,"What did I do right to deserve you, girl?"
Heaven,Kane Brown,human-connection,You and me in this moment
Heaven,Kane Brown,idealized-beauty,I swear you're an angel
Heaven,Kane Brown,intimacy-and-connection,"Lying next to you, in this bed with you, I ain't convinced"
Heaven,Kane Brown,romantic-pursuit,Come kiss me one more time
Heaven,Kane Brown,sensual-desire,I'd be fine if we never had to even leave this room
Hell Of A View,Eric Church,ambition-and-self-determination,You liked the thought of chasin'\nLife instead of dollar bills
Hell Of A View,Eric Church,carefree-escapism,"We're livin' wreckless\nNothin' to catch us, baby"
Hell Of A View,Eric Church,cherishing-the-present-moment,It's a hell of a view
Hell Of A View,Eric Church,clinging-to-love,You holdin' me holdin' you
Hell Of A View,Eric Church,defiance-and-rebellion,This ain't for everybody|This ain't for everybody\nToes hanging off the ledge
Hell Of A View,Eric Church,freedom-and-escape,But I was your first and your\nLast ticket outta there|I caught your wings on fire\nWhen I smoked my Bronco tires\nOutta that town
Hell Of A View,Eric Church,human-connection,You holdin' me holdin' you
Hell Of A View,Eric Church,individual-identity,This ain't for everybody
